%
%
% ent dat.name dat.joined dat.species dat.coloring dat.gender dat.birthday dat.age dat.hometown dat.favorite_toy dat.favorite_activity dat.favorite_food
"1502" "Priya" "September 5, 2006" "Hamster (Syrian)" "Golden" "Female" "February 20, 2006" "Gone to Hamster Heaven" "Windsor Mill, MD&nbsp; United States" "Stuffed giraffe" "Stuffed giraffe" "Anything edible"
"1503" "Stifler" "March 15, 2008" "Hamster (Dwarf)" "Chocolate" "Male" "September 15, 2007" "53 months" "San Jose,  Costa Rica" "San Jose,  Costa Rica" "San Jose,  Costa Rica" "Waffles"
"1504" "pepper" "August 6, 2006" "Hamster (Common)" "Grey" "Male" "March 22, 2003" "Gone to Hamster Heaven" "Singapore,  Singapore" "Singapore,  Singapore" "Singapore,  Singapore" "sunflower seeds"
"1505" "Snowy" "August 16, 2006" "Hamster (Dwarf)" "Pearl" "Female" "July 9, 2006" "Gone to Hamster Heaven" "Singapore,  Singapore" "mineral stone" "mineral stone" "sun flower seed"
"1506" "Bruce" "August 7, 2006" "Hamster (Teddy Bear)" "Blonde" "Male" "January 1, 2005" "Gone to Hamster Heaven" "Parkesburg, PA&nbsp; United States" "exercise wheel" "exercise wheel" "lab blocks"
"1507" "Seattle" "March 16, 2007" "Hamster (Syrian)" "Black" "Male" "November 11, 2006" "63 months" "Dallas, TX&nbsp; United States" "Excercise Ball" "Excercise Ball" "Cucumbers"
"1508" "Clara" "February 20, 2008" "Hamster (Dwarf)" "Sapphire" "Female" "November 1, 2007" "Gone to Hamster Heaven" "Stockholm,  Sweden" "Anything climable ;)" "Anything climable ;)" "Peas and sunflower seeds!!!  (^_^)/"
"1509" "Challis Luna" "August 27, 2008" "Hamster (Syrian)" "Grey" "Female" "February 9, 2008" "48 months" "London,  United Kingdom" "Silent Spinner" "Silent Spinner" "Yogurt Drops"
"1510" "Chester Bee" "August 27, 2008" "Hamster (Roborovskii)" "Brown" "Male" "August 25, 2007" "Gone to Hamster Heaven" "London,  United Kingdom" "Wheel" "Wheel" "Yogurt drops"
"1511" "Princess" "December 8, 2007" "Hamster (Teddy Bear)" "Golden Banded" "Female" "May 5, 2007" "Gone to Hamster Heaven" "Quezon City,  Philippines" "Wheel &amp; Tube" "Wheel &amp; Tube" "Pancake"
"1512" "LV" "December 8, 2007" "Hamster (Teddy Bear)" "Cinnamon" "Male" "May 5, 2007" "Gone to Hamster Heaven" "Quezon City,  Philippines" "Quezon City,  Philippines" "Quezon City,  Philippines" "Quezon City,  Philippines"
"1513" "Missy" "December 10, 2007" "Hamster (Teddy Bear)" "Cinnamon Banded" "Female" "July 20, 2007" "55 months" "Quezon City,  Philippines" "hamters wheels" "hamters wheels" "hamters wheels"
"1514" "Milo" "December 10, 2007" "Hamster (Teddy Bear)" "Golden Banded" "Female" "July 20, 2007" "55 months" "Quezon City,  Philippines" "Quezon City,  Philippines" "Quezon City,  Philippines" "Quezon City,  Philippines"
"1515" "Mikel" "December 10, 2007" "Hamster (Teddy Bear)" "Cinnamon Banded" "Female" "July 20, 2007" "55 months" "Quezon City,  Philippines" "Quezon City,  Philippines" "Quezon City,  Philippines" "Quezon City,  Philippines"
"1516" "Mika" "December 10, 2007" "Hamster (Teddy Bear)" "Golden Banded" "Female" "July 20, 2007" "55 months" "Quezon City,  Philippines" "wheel, carton tissue" "wheel, carton tissue" "nut's"
"1517" "Tuck" "March 18, 2007" "Gerbil (Mongolian)" "Agouti" "Female" "March 1, 2006" "Gone to Gerbil Heaven" "Shaker Heights, OH&nbsp; United States" "cardbaord" "cardbaord" "peanuts"
"1518" "Nippy" "March 18, 2007" "Gerbil (Mongolian)" "Agouti" "Female" "August 1, 2006" "Gone to Gerbil Heaven" "Shaker Heights, OH&nbsp; United States" "cardboard" "cardboard" "peanuts"
"1519" "Charlotte" "March 18, 2007" "Gerbil (Mongolian)" "Agouti" "Female" "August 1, 2006" "Gone to Gerbil Heaven" "Shaker Heights, OH&nbsp; United States" "anything cardboard" "anything cardboard" "peanuts"
"1520" "Fillmore" "September 24, 2007" "Hamster (Teddy Bear)" "Black Banded" "Male" "January 27, 2006" "Gone to Hamster Heaven" "San Diego, CA&nbsp; United States" "Mineral Chew With Sprinkles (He only chews off the sprinkles)" "Mineral Chew With Sprinkles (He only chews off the sprinkles)" "Strawberry Yogurt Drops"
"1521" "Chester" "September 24, 2007" "Hamster (Syrian)" "Golden Banded" "Male" "January 25, 2006" "Gone to Hamster Heaven" "San Diego, CA&nbsp; United States" "Toliet Paper Rolls" "Toliet Paper Rolls" "Everything!"
"1522" "Bitey" "September 24, 2007" "Hamster (Teddy Bear)" "Sable Banded" "Male" "April 20, 2006" "Gone to Hamster Heaven" "San Diego, CA&nbsp; United States" "Anything Plastic" "Anything Plastic" "Yogurt Drops"
"1523" "Spottie" "September 24, 2007" "Hamster (Teddy Bear)" "Sable Banded" "Male" "April 20, 2006" "Gone to Hamster Heaven" "San Diego, CA&nbsp; United States" "Wheel" "Wheel" "Anything Sweet"
"1524" "coffee" "May 1, 2008" "Hamster (Dwarf)" "Cinnamon" "Female" "March 26, 2008" "47 months" "Hollywood, CA&nbsp; United States" "the wood" "the wood" "fruits"
"1525" "trixie" "May 1, 2008" "Hamster (Roborovskii)" "Cream" "Female" "February 9, 2008" "Gone to Hamster Heaven" "Hollywood, CA&nbsp; United States" "kickng the sand" "kickng the sand" "hasmster food"
"1526" "Mongolian Tiger" "January 5, 2007" "Hamster (Dwarf)" "Opal" "Male" "March 1, 2006" "Gone to Hamster Heaven" "Singapore,  Singapore" "His Igloo" "His Igloo" "Sweet stuff and fresh veg"
"1527" "Munchkin" "August 13, 2006" "Hamster (Dwarf)" "Agouti" "Male" "February 1, 2006" "Gone to Hamster Heaven" "Roslindale, MA&nbsp; United States" "dust bath house" "dust bath house" "sunflower seeds, blueberries"
"1528" "Bert" "July 24, 2007" "Hamster (Dwarf)" "Agouti" "Male" "June 24, 2007" "56 months" "Brooklyn, NY&nbsp; United States" "the wheel" "the wheel" "matza crackers"
"1529" "Ernie" "July 24, 2007" "Hamster (Dwarf)" "Agouti" "Male" "June 24, 2007" "56 months" "Brooklyn, NY&nbsp; United States" "the wheel" "the wheel" "matza crackers"
"1530" "Beep" "May 28, 2007" "Hamster (Dwarf)" "Agouti" "Female" "February 1, 2006" "Gone to Hamster Heaven" "New York, NY&nbsp; United States" "the red wheel, and then the blue wheel" "the red wheel, and then the blue wheel" "fennel bulbs"
"1531" "Big Momma" "May 27, 2007" "Hamster (Dwarf)" "Blue" "Female" "November 15, 2005" "Gone to Hamster Heaven" "New York, NY&nbsp; United States" "nibble-stick" "nibble-stick" "blueberries"
"1532" "Lil' Mama" "May 29, 2007" "Hamster (Dwarf)" "Blue" "Female" "November 15, 2005" "Gone to Hamster Heaven" "New York, NY&nbsp; United States" "cardboard boxes" "cardboard boxes" "porridge (she broke her top front teeth, and gets the bottom ones trimmed, ouch!)"
"1533" "Pumpkin" "August 13, 2006" "Hamster (Dwarf)" "Argente" "Male" "February 1, 2006" "Gone to Hamster Heaven" "Roslindale, MA&nbsp; United States" "toilet paper, pull apart bedding" "toilet paper, pull apart bedding" "sunflower seeds, corn chips"
"1534" "Hammy" "October 26, 2007" "Hamster (Teddy Bear)" "Black" "Female" "May 15, 2007" "57 months" "Crawfordsville, IN&nbsp; United States" "Ball" "Ball" "Wild Harvest Premium Blend Hamster and Gerbil Food"
"1535" "Hamko" "August 16, 2006" "Hamster (Dwarf)" "White" "Female" "February 3, 2005" "Gone to Hamster Heaven" "Singapore,  Singapore" "Her owners" "Her owners" "Sunflower seeds, cucumber"
"1536" "bebo" "November 10, 2009" "Hamster (Syrian)" "Brown" "Male" "November 13, 2005" "Gone to Hamster Heaven" "London,  United Kingdom" "squeky hedgehogx" "squeky hedgehogx" "sunflower seeds"
"1537" "nosey" "November 10, 2009" "Gerbil (Unknown)" "Chocolate" "Male" "August 27, 2008" "42 months" "London,  United Kingdom" "toilet roll" "toilet roll" "sunflower seeds"
"1538" "Sandy" "July 29, 2007" "Hamster (Syrian)" "Cinnamon Banded" "Female" "June 5, 2007" "56 months" "Brampton, ON&nbsp; Canada" "toilet paper roll" "toilet paper roll" "oats and coconut. (it's all she's tried!)"
"1539" "Peanuts" "July 9, 2008" "Hamster (Syrian)" "Cinnamon Banded" "Female" "September 13, 2007" "53 months" "Manila,  Philippines" "food bowl" "food bowl" "apples, boiled rice, dog food, white meat"
"1540" "Monggo" "October 2, 2007" "Hamster (Syrian)" "Golden" "Male" "July 23, 2005" "Gone to Hamster Heaven" "Manila,  Philippines" "Wheel, mini house," "Wheel, mini house," "pears, apples, sunflower seeds"
"1541" "Pipay" "October 2, 2007" "Hamster (Syrian)" "Golden" "Female" "February 1, 2007" "Gone to Hamster Heaven" "Manila,  Philippines" "Food mill, ceramic bowl, mineral stone" "Food mill, ceramic bowl, mineral stone" "anything! =)"
"1542" "Mokong" "October 2, 2007" "Hamster (Teddy Bear)" "Albino" "Male" "July 1, 2006" "Gone to Hamster Heaven" "Manila,  Philippines" "Wired Cage" "Wired Cage" "pears"
"1543" "Miko" "May 21, 2007" "Hamster (Russian)" "Brown" "Male" "June 21, 2006" "Gone to Hamster Heaven" "Abilene, TX&nbsp; United States" "Wheel" "Wheel" "Pumpkin Seed"
"1544" "lexsy" "November 27, 2007" "Hamster (Syrian)" "Yellow" "Female" "August 18, 2006" "Gone to Hamster Heaven" "Berwick, PA&nbsp; United States" "her wheel" "her wheel" "sunflower seeds"
"1545" "Hayden" "July 9, 2008" "Hamster (Syrian)" "Golden Banded" "Female" "September 13, 2007" "53 months" "Manila,  Philippines" "the whole cage" "the whole cage" "anything edible including your finger"
"1546" "Noah" "July 9, 2008" "Hamster (Teddy Bear)" "Cinnamon" "Male" "September 12, 2007" "Gone to Hamster Heaven" "Manila,  Philippines" "food bowl." "food bowl." "boiled rice, apples"
"1547" "Bugoy" "July 15, 2008" "Hamster (Syrian)" "Golden Banded" "Male" "September 15, 2007" "53 months" "Manila,  Philippines" "carton box" "carton box" "boiled rice, white meat, skyflakes"
"1548" "Tikboy" "July 15, 2008" "Hamster (Syrian)" "Sable Banded" "Male" "September 15, 2007" "53 months" "Manila,  Philippines" "Noah" "Noah" "anything including Noah's balls"
"1549" "Ovaltine" "March 13, 2008" "Hamster (Russian)" "Pudding" "Male" "February 7, 2008" "48 months" "Hong Kong,  Hong Kong" "wooden globe" "wooden globe" "oatmeal"
"1550" "It" "May 13, 2007" "Hamster (Russian)" "Grey" "Male" "January 1, 2007" "Gone to Hamster Heaven" "Taubaté,  Brazil" "wood flakes" "wood flakes" "cheese"
"1551" "Mocinha" "May 13, 2007" "Hamster (Russian)" "Grey" "Female" "January 1, 2007" "Gone to Hamster Heaven" "Taubaté,  Brazil" "Zé" "Zé" "sunflower seed"
"1552" "Zé" "May 13, 2007" "Hamster (Russian)" "Grey" "Male" "January 1, 2005" "Gone to Hamster Heaven" "Taubaté,  Brazil" "Mocinha" "Mocinha" "fresh corn"
"1553" "Shelby" "May 15, 2007" "Hamster (Russian)" "Silver" "Male" "April 3, 2007" "58 months" "Taubaté,  Brazil" "lamp boxes" "lamp boxes" "corn"
"1554" "Boris" "May 15, 2007" "Hamster (Russian)" "Silver" "Male" "April 3, 2007" "58 months" "Taubaté,  Brazil" "toilet paper" "toilet paper" "Lana's cheese"
"1555" "Svetlana" "May 15, 2007" "Hamster (Russian)" "Silver" "Female" "April 3, 2007" "58 months" "Taubaté,  Brazil" "cage bars" "cage bars" "cheese"
"1556" "Whitehead" "September 4, 2007" "Hamster (Dwarf)" "White" "Male" "June 1, 2006" "Gone to Hamster Heaven" "Singapore,  Singapore" "Ceramic bowl" "Ceramic bowl" "Everything"
"1557" "Amo" "February 11, 2008" "Hamster (Syrian)" "Black" "Female" "July 19, 2005" "Gone to Hamster Heaven" "England,  United Kingdom" "Homemade toilet roll swing" "Homemade toilet roll swing" "Sunflower seeds"
"1558" "Cinnamon" "February 11, 2008" "Hamster (Syrian)" "Tortoise Shell" "Female" "November 15, 2007" "Gone to Hamster Heaven" "England,  United Kingdom" "Toilet tube" "Toilet tube" "Yoghurt drops"
"1559" "Oliver" "January 9, 2007" "Hamster (Dwarf)" "Grey" "Male" "December 16, 2006" "62 months" "El Cajon, CA&nbsp; United States" "El Cajon, CA&nbsp; United States" "El Cajon, CA&nbsp; United States" "Seeds"
"1560" "Chiba" "January 18, 2007" "Hamster (Unknown)" "Golden Banded" "Female" "April 13, 2006" "Gone to Hamster Heaven" "Calgary, AB&nbsp; Canada" "Banana" "Banana" "Rice"
"1561" "Frankie" "September 6, 2006" "Hamster (Teddy Bear)" "White" "Female" "September 1, 2004" "Gone to Hamster Heaven" "Hoboken, NJ&nbsp; United States" "Anything he can nibble (shoelaces and the remote control are good chew toys.)" "Anything he can nibble (shoelaces and the remote control are good chew toys.)" "Frankie's not fussy!"
"1562" "Frankie" "January 24, 2008" "Hamster (Syrian)" "Brown" "Male" "November 9, 2004" "Gone to Hamster Heaven" "Somerset,  United Kingdom" "anything made of cardboard" "anything made of cardboard" "carrots"
"1563" "Bear" "September 9, 2006" "Hamster (Teddy Bear)" "Black" "Male" "March 1, 2006" "Gone to Hamster Heaven" "Longwood, FL&nbsp; United States" "Hamster Ball" "Hamster Ball" "Hamster Ball"
"1564" "Ariel" "September 14, 2006" "Hamster (Chinese)" "Grey" "Female" "October 31, 2006" "Gone to Hamster Heaven" "Acton, MA&nbsp; United States" "birch bark" "birch bark" "special K"
"1565" "Hades" "September 18, 2006" "Hamster (Syrian)" "White" "Male" "August 13, 2006" "Gone to Hamster Heaven" "Banja Luka,  Bosnia and Herzegovina" "Toilet paper roll" "Toilet paper roll" "Apples"
"1566" "Madison" "October 1, 2006" "Hamster (Teddy Bear)" "Nutmeg" "Female" "July 29, 2005" "Gone to Hamster Heaven" "Fishers, IN&nbsp; United States" "Carrot Chew Sticks" "Carrot Chew Sticks" "Sunflower and Pumpkin Seeds"
"1567" "Grissom" "September 28, 2006" "Hamster (Dwarf)" "Albino" "Male" "July 6, 2006" "Gone to Hamster Heaven" "Connacht,  Ireland" "Strawberry chew chew" "Strawberry chew chew" "Sunflower seeds"
"1568" "Whiskers" "October 8, 2006" "Hamster (Russian)" "Tortoise Shell" "Male" "September 2, 2006" "65 months" "San Leandro, CA&nbsp; United States" "Paper" "Paper" "Peanuts"
"1569" "Miko" "October 8, 2006" "Hamster (Russian)" "Honey" "Male" "September 2, 2006" "65 months" "San Leandro, CA&nbsp; United States" "Toilet paper role" "Toilet paper role" "Doritos"
"1570" "Snowflake" "October 29, 2006" "Hamster (Russian)" "White" "Female" "April 17, 2005" "Gone to Hamster Heaven" "Wellington,  New Zealand" "cocount house" "cocount house" "cashew nuts"
"1571" "Snowdrop" "October 29, 2006" "Hamster (Russian)" "White" "Male" "April 17, 2005" "Gone to Hamster Heaven" "Wellington,  New Zealand" "Mini ball" "Mini ball" "seeds"
"1572" "Peyton" "June 6, 2007" "Hamster (Syrian)" "Grey" "Male" "February 4, 2007" "Gone to Hamster Heaven" "Columbus, GA&nbsp; United States" "His wheel" "His wheel" "Sunflower seeds and yogurt drops"
"1573" "Tubby" "April 13, 2009" "Hamster (Teddy Bear)" "Beige" "Female" "November 10, 2008" "Gone to Hamster Heaven" "Tehachapi, CA&nbsp; United States" "Bars of his cage, to chew on! Wheel, and his bed!!!!" "Bars of his cage, to chew on! Wheel, and his bed!!!!" "Corn, sunflower seeds, carrots, popcorn."
"1574" "Szarlotka" "April 13, 2009" "Hamster (Teddy Bear)" "Beige" "Female" "March 26, 2009" "Gone to Hamster Heaven" "Tehachapi, CA&nbsp; United States" "Her little stuffed animal owl mochi." "Her little stuffed animal owl mochi." "I dont know yet because i havent been abl to touch her since the babies have been born."
"1575" "Scruffy" "April 13, 2009" "Hamster (Syrian)" "Brown" "Male" "February 3, 2009" "Gone to Hamster Heaven" "Tehachapi, CA&nbsp; United States" "Bars of his cage, ball, wheel, igloo, and his treats!!!~" "Bars of his cage, ball, wheel, igloo, and his treats!!!~" "Noodles, pumpkin seeds, and yogurt drop."
"1576" "David F" "October 4, 2006" "Hamster (Teddy Bear)" "Golden" "Male" "November 16, 2005" "Gone to Hamster Heaven" "Philadelphia, PA&nbsp; United States" "His Wheel" "His Wheel" "Corn"
"1577" "Kayde McPiddles" "October 23, 2006" "Hamster (Unknown)" "Beige" "Male" "August 1, 2005" "Gone to Hamster Heaven" "Philadelphia, PA&nbsp; United States" "fingers" "fingers" "corn and his own poop"
"1578" "Kulta" "October 31, 2006" "Hamster (Unknown)" "Golden" "Female" "December 28, 2005" "Gone to Hamster Heaven" "Stockholm,  Sweden" "the wheel," "the wheel," "crispbread, apples, pears, oats and lots of more"
"1579" "Gnasher" "June 4, 2007" "Hamster (Syrian)" "Tortoise Shell" "Male" "January 25, 2006" "Gone to Hamster Heaven" "London,  United Kingdom" "Wodent Wheel" "Wodent Wheel" "Broccoli"
"1580" "Suey" "June 4, 2007" "Hamster (Syrian)" "Tortoise Shell" "Female" "March 10, 2007" "Gone to Hamster Heaven" "London,  United Kingdom" "Scratchpach" "Scratchpach" "Anything"
"1581" "Boo" "December 3, 2007" "Hamster (Dwarf)" "Brown" "Male" "October 1, 2005" "Gone to Hamster Heaven" "Spore,  Singapore" "Spore,  Singapore" "Spore,  Singapore" "Broccoli"
"1582" "Creamer" "December 3, 2007" "Hamster (Dwarf)" "Sapphire" "Female" "November 1, 2005" "Gone to Hamster Heaven" "Spore,  Singapore" "Spore,  Singapore" "Spore,  Singapore" "Broccoli"
"1583" "Hamtaro" "December 3, 2007" "Hamster (Dwarf)" "Brown" "Female" "October 1, 2005" "Gone to Hamster Heaven" "Spore,  Singapore" "The entire cage is his playground" "The entire cage is his playground" "Hamster cookies"
"1584" "Bijoux" "December 3, 2007" "Hamster (Dwarf)" "White" "Female" "November 1, 2005" "Gone to Hamster Heaven" "Spore,  Singapore" "Spore,  Singapore" "Spore,  Singapore" "Spore,  Singapore"
"1585" "Juwellen" "December 3, 2007" "Hamster (Dwarf)" "White" "Female" "November 1, 2005" "Gone to Hamster Heaven" "Spore,  Singapore" "Spore,  Singapore" "Spore,  Singapore" "Seeds!"
"1586" "Jack" "January 2, 2008" "Hamster (Syrian)" "Golden" "Male" "August 2, 2007" "54 months" "Rockville, MD&nbsp; United States" "Wheel" "Wheel" "Tofu, carrot"
"1587" "Dakota" "December 28, 2007" "Hamster (Syrian)" "Golden" "Female" "September 15, 2007" "53 months" "Los Angeles, CA&nbsp; United States" "her potty" "her potty" "carrots(sh ecan stick the whole thing in her mouth!)"
"1588" "Farley" "January 2, 2008" "Hamster (Syrian)" "Golden Banded" "Male" "September 1, 2006" "65 months" "Rockville, MD&nbsp; United States" "Wheel" "Wheel" "Tofu, Hazel mix without the black chunks, yogurt drops"
"1589" "Leela" "January 2, 2008" "Hamster (Syrian)" "Cinnamon Banded" "Female" "April 30, 2006" "Gone to Hamster Heaven" "Rockville, MD&nbsp; United States" "Snak Shack - Edible Bowl" "Snak Shack - Edible Bowl" "Tofu, corn, yogurt drops"
"1590" "Gus" "January 2, 2008" "Hamster (Teddy Bear)" "Champagne" "Male" "April 30, 2007" "58 months" "Rockville, MD&nbsp; United States" "Rockville, MD&nbsp; United States" "Rockville, MD&nbsp; United States" "Tofu, Oxbow Healthy Handfuls"
"1591" "Hammie" "November 20, 2007" "Hamster (Siberian)" "Blue" "Male" "October 2, 2006" "Gone to Hamster Heaven" "Boston, MA&nbsp; United States" "His plastic igloo" "His plastic igloo" "Peanut Butter"
"1592" "Joyful McHammerton" "October 25, 2007" "Hamster (Syrian)" "Golden" "Female" "July 1, 2007" "Gone to Hamster Heaven" "Baltimore, MD&nbsp; United States" "Baltimore, MD&nbsp; United States" "Baltimore, MD&nbsp; United States" "Baltimore, MD&nbsp; United States"
"1593" "Berry" "September 26, 2007" "Hamster (Syrian)" "Golden Banded" "Female" "November 1, 2006" "63 months" "Poole,  United Kingdom" "Poster tubes" "Poster tubes" "Monkey nuts"
"1594" "Waffle" "August 16, 2007" "Hamster (Dwarf)" "Brown" "Female" "February 18, 2007" "60 months" "Cape Town,  South Africa" "Hamster Ball" "Hamster Ball" "Sunflower seeds, cashew nuts, cheese, chicken, mutton curry and cucumber"
"1595" "Patrick McSquishy" "January 13, 2008" "Hamster (Teddy Bear)" "Black Banded" "Male" "October 1, 2007" "52 months" "New Westminster, BC&nbsp; Canada" "His Wheel" "His Wheel" "apples"
"1596" "Boo" "January 17, 2008" "Hamster (Teddy Bear)" "Brown" "Female" "November 25, 2006" "63 months" "Durham, NC&nbsp; United States" "Wooden block" "Wooden block" "Apples"
